canonical_smiles,gap
O=Cc1cc[nH]c1,0.1975
Cc1ccc(CC#N)o1,0.2265
C#CC1CC=C2CCC21,0.2442
COc1oc(C)nc1N,0.2042
N#CC1(N)CNC(=O)C1,0.266
COC(C#N)C(C)CO,0.2906
OC1COc2c[nH]cc21,0.2232
CC(C)c1cnon1,0.2575
CC(=O)Oc1cnon1,0.2406
O=C1CC2OC2CCN1,0.2649
CN=C1CCOCO1,0.2639
C1CC23C4CC2(C4)OC13,0.2968
CCC1C2CC=CC12C,0.2445
N#CC12CC1CN2C=O,0.2431
CC(O)C1NC1C,0.3164
COC1CC2CC(=O)C21,0.2182
CC12CC(=O)C(CO1)O2,0.217
CNC(=O)N1CC1,0.2821
CN=c1[nH]c(C=O)no1,0.1382
Cc1cc(O)n(C=O)c1,0.162
N#CC1(C(=N)N)CCO1,0.2504
COC1(CC#N)CC1C,0.2898
CC12CC3C(=O)C1CN32,0.208
CC1=C2COC2CC1=O,0.1933
CC1=C(C)CC(O)C1,0.255
CC(C)C#CC1CN1,0.269
CCC(=O)CC=O,0.2117
C1=CC2C3NC3C2OC1,0.2508
C#CCCCCC(C)O,0.3155
N=C1OC2(C=O)C(O)C12,0.2097
N#CC1=CCOC(=O)C1,0.223
CC1C2COC12,0.3148
C#CCC1CC1(C)OC,0.3107
O=C1CC2OC3C1C23,0.2245
CC1=CCC2CC2C=C1,0.198
C#CC1C2CC(=O)NC12,0.256
CC1C=CC2(C1)NC2C,0.2347
CC(O)C12CC(O)C1N2,0.3121
C#CCC(=O)CC(N)=O,0.213
CC1C(C)C1(C)C1CC1,0.3156
O=C1C(=O)C2OC2C1O,0.1503
CC1OCC2OC(=N)C12,0.2835
ON=C1COC1,0.2452
CC1(CO)OCCCO1,0.3316
N#CC12C3NC4C3C1C42,0.2595
CC(=O)CC1C(C)C1O,0.2275
Cc1nccncc1=N,0.1649
CC#CCC1CCCC1,0.3009
N=C1N2C3C(O)C1(O)C32,0.2694
CC(=N)OC1(C)CCC1,0.2908
O=C1CCC=C1CO,0.1997
CC12C3OC4C3N1C42,0.3035
Cc1ccc(F)oc1=N,0.1715
COC1C2C3C2C2C1C32,0.2994
CC1CC2CN2C1CO,0.3099
CC1C2C3C1C2C31CO1,0.3476
CC1C(C=O)N2CC12C,0.2098
N=C1OCC12CC1CC12,0.2789
c1nnn2nccc2n1,0.1587
C#CC1CC2(CCC2)O1,0.2716
CC1C[NH+](CC(=O)[O-])C1,0.264
CC(O)C1(C)CCOC1,0.3263
CC1C(C)C2(O)CC12O,0.2927
O=C1C2NC3C1OCC23,0.2028
COC1CC(C)CC1=O,0.2006
C#CC1(C=O)CCCO1,0.2078
CC12CC3C(O)C1C32O,0.3044
CC1(C2C3CN2C3)CO1,0.3104
C1=NCC2(CC3NC32)O1,0.2647
O=c1ccccc(O)c1,0.1536
C#Cc1c(N)coc1N,0.1962
COC=Nc1c[nH]nn1,0.2095
CC1C(C)C1C#N,0.3122
CC1OC12CNC(=O)C2,0.2747
C#CC1OCCC1(C)C,0.2922
CC1=CC(=O)OC12CC2,0.2155
N#CC(N)C(N)C1CN1,0.2651
CNc1c(N)c[nH]c1C,0.2306
N#CC1CC2NC12C=O,0.2198
CNc1cnc(C#N)[nH]1,0.1839
CCCCc1nn[nH]n1,0.2601
CCOC(C)CCOC,0.3284
CC1CC12C=CC(=O)N2,0.2033
C#CCCC1CO1,0.3165
CCC1CC2(CCO2)C1,0.3142
C1CC12CC1C3OC3C12,0.3201
Cc1noc(OC=O)n1,0.2389
CC(O)CC1CCO1,0.3099
CC1(C)CC(C)(C)C1=O,0.2117
Cc1occc(=O)c1F,0.2011
Nc1cc(N)nc(O)n1,0.2281
Cc1nnoc1NC=N,0.1955
c1nc2c(o1)OCCO2,0.2084
O=C1CCCCC1O,0.2312
CC1OC2=NCCC21C,0.2617
N#CC1CCOC1C#N,0.302
C#CC(CC)CC(C)O,0.309
CCCOCCC=O,0.2283
N#CC1=CCOC(=O)N1,0.1924
Nc1ccn2c1C=CC2,0.1619
c1nn2nnnc2[nH]1,0.2389
OC1CC23C=CCC12C3,0.2341
C1=CC2CCCC2OC1,0.2592
Nc1cc(F)ccc1F,0.2064
C#CC(=O)C1(C)CCO1,0.1838
CCc1cccn1C,0.2386
C#CC1COC(C)CO1,0.2694
CCCC(CCO)=NO,0.2548
C#CC(C#C)C(C)C#N,0.287
CC1C=CCNC(=O)C1,0.2461
CC(O)COC(C)C=O,0.2262
c1cnnnn1,0.166
Cc1cc(C)c(C#N)o1,0.1994
NC1=Nc2nn[nH]c2C1,0.193
CCC1(C)CC(C)(O)C1,0.3214
CCc1n[nH]c(N)n1,0.2542
C#CCC(=O)C(N)=O,0.1766
CC1OC(=N)C12OC2C,0.271
COC1CCC(C)(C)O1,0.3362
Cc1[nH]nc(CO)c1N,0.2151
Cc1n[nH]nc1C#N,0.2339
CCC1(C)CCC1O,0.3296
N#CC1CC2N=COC12,0.2644
COC(C)C(O)CCO,0.3266
CC#CC(CC)COC,0.3051
CC1CC2(CN2C)C1O,0.286
COCCC(C=O)OC,0.2133
CC1CN2C1C2C1CN1,0.298
Cc1c(N)cn(C)c1N,0.2249
CC1CC2CC(O2)C1O,0.318
CC1CC(O)(CO)CO1,0.3027
CC(C=O)C1(C#N)CO1,0.2233
N=C1OCC12CCOC2,0.2813
N#CCC1(C2CO2)CC1,0.3101
CNCc1nc(O)no1,0.2194
C1CC2C3OCC(O1)C23,0.3077
O=C1CC2CC12N1CC1,0.2122
Nc1oncc1CC=O,0.1737
O=C1CCOCCC1O,0.2299
C1=CC2=CCOC2C1,0.1949
COCC1CC1CC#N,0.2971
CC1Cc2nc(N)nn21,0.2257
O=CC12CC1CCC2O,0.2261
CC12OC3C4C1CN4C32,0.2903
CCC1CCC2OC2C1,0.3387
C1CC23CC4CC2C1C43,0.3501
Cc1cnnn(C)c1=O,0.1832
N=c1cnn(C=O)nn1,0.1668
N#Cc1c[nH]c(O)c1,0.2094
OC1CCc2onnc21,0.1757
N=C1OC2(CO)CCC12,0.2814
CC(C)C(C)(O)C(N)=O,0.2649
Cc1c[nH]c(=N)o1,0.2224
C#CC1(CC)CNC1=O,0.2641
N#CC1CC2C(C#N)C12,0.3095
O=c1[nH]c2c([nH]1)COC2,0.234
COC=Nc1ccco1,0.1755
CN1C(=O)NCC1C=O,0.1951
CC(C#N)(C=O)OC=N,0.2181
Nc1noc(=O)n1C=O,0.208
Nc1ncn(C=O)c1O,0.1726
C1=CCCCOCCC1,0.2548
C1C2CC34COC13CN24,0.2759
C1OC2CC3OC3C1O2,0.3427
CCC1C2C=C(C)CC21,0.2415
OCCCC1C2CC1O2,0.3097
CC(C)NC(=O)C(C)C,0.2769
C1OC2C3COC2C1O3,0.3222
C#CC1N(C)C2CC12C,0.2401
CC1=CC2(O)CC(C1)C2,0.246
CC(C=O)CC(=O)C=O,0.1575
O=C(C1CCC1)C1CC1,0.2279
N=CNC(=O)NCC=O,0.2197
Cc1[nH]c(CO)cc1N,0.2109
Nc1coc(=O)cc1N,0.1781
COC(C)c1cn[nH]c1,0.2614
O=CCC(=O)C1COC1,0.2083
C1=CC2C3COC1C23,0.2348
NCC(=O)N(C=O)C=O,0.2077
CC1=NC(C)(C)C(C)O1,0.2705
CCCCN1CC1C#N,0.2688
C1CC2C(CC23CO3)O1,0.31
CC1(C)CC12COC=N2,0.2476
CC(=O)NC(C)(C)C=O,0.2116
N=C1C2OC3C2C2C3N12,0.2287
CC1(C2CN=CO2)CO1,0.2702
Oc1c[nH]nc1C1CC1,0.2318
CCC12CCCC1CC2,0.3502
N#Cc1oncc1C=O,0.1793
CC(C#N)N1CC1C,0.2768
OC1CC(O)C2NC12,0.3118
CC(C)C1(C=O)CN1,0.2232
OC12CN=C3OC(C1)C32,0.2198
O=CCC1CCOCC1,0.2244
C#CCC(C)(C=O)C=O,0.1953
C#CC(CC)C(C)C,0.3138
CNC(=O)C1COC1,0.2641
O=C1OCCC12CCO2,0.241
CC1=NC2C(O)C2(C)O1,0.2525
CC1COC2C(O)C12O,0.2955
N=c1[nH]c(C2CO2)co1,0.2072
CC12NC1CNC2=O,0.2581
C1C2OC3C2C1C31CO1,0.2957
CC12CC=CC1C2C#N,0.2452
O=CN1CC(CO)C1,0.2668
Cc1cc(C=O)[nH]c1C,0.1753
COC1(C)CCC(C)C1,0.3247
Cc1coc(N(C)C)c1,0.2174
C#CC#CCCC=O,0.2118
CC1CCC(=NO)CC1,0.252
C#CC1OC1C(O)CO,0.2621
N#CC1C2CC1(O)C2O,0.2975
C1C2CC1C1OCC1O2,0.3179
N=c1cc[nH]c(=O)o1,0.1997
CC1C(O)C2(C=O)NC12,0.21
C[NH+]=C(C(=O)[O-])N(C)C,0.1902
CC1=CC2OC1C21CO1,0.2372
OCCCCCC1CO1,0.3426
CCC(=N)OC(=O)CO,0.2435
CC12C(=O)C3C4C1C2N34,0.2087
N#CCC1C2CCN1C2,0.2758
O=C1C2OC3CC(O2)C13,0.2014
Nc1c[nH]nc1C1CN1,0.2153
CC1(C)CC2C(C#N)N21,0.2611
O=C1NC2C3CCC12N3,0.2358
CNC(=O)NCCCO,0.3044
CC1CC(C)C(C#N)O1,0.2906
CN1CC(=O)C1(C)C#N,0.2019
C#CC1=CCOC(=O)C1,0.213
CCOC(=N)C1CN1C,0.2477
N#CC1CC2CN1C2,0.2716
CN1CC1C1C2CC1C2,0.3103
C1OCC2(COC2)O1,0.3151
N#Cc1ccncn1,0.1918
O=c1[nH]nc(N2CC2)[nH]1,0.2399
OC12C=CC3C1OC32,0.2163
CC(=O)C12CC(C1)C2O,0.2201
C1=CC2(CC1)CCO2,0.2508
C1CC23OC2(C1)C1CC13,0.3293
N#CCCc1ccno1,0.2435
O=C1C2CC13OCC3O2,0.1971
CC1(C)NCC(=O)C1O,0.2002
CC1(C#N)NC(=N)C1O,0.2683
CC1(O)CC1(C)C(N)=O,0.2656
CC(=O)C1=NC2CC2N1,0.1672
CC12CC1N1C(C=O)C12,0.1966
NC=Nc1ncco1,0.1861
O=CC12CC1(CO)CO2,0.207
CC1CCOC1C(N)=O,0.263
N#CC12CCC(O1)C2N,0.2539
Nc1nonc(F)c1=O,0.1576
OC1CC1C12CCC1O2,0.3076
CC1C2OC1C2(O)CO,0.2915
O=COCC1(CO)CC1,0.2628
OC1CC2(O)C3OC1C32,0.2893
CC1(C)CN1CC(N)=O,0.2707
C#CC1(CC)CC(=O)C1,0.2199
O=CC1NCC1=NO,0.2053
CCc1cnoc(=N)c1,0.1663
CC12CC1C1NC1CO2,0.2829
NC(=O)C1N2CC1(O)C2,0.2671
C1=C2CC3CC23COC1,0.2493
C#CC1COC2CN1C2,0.2522
C#CCN=C1NCC1O,0.2565
CC12CC=CCC1(O)C2,0.2655
N=COC1CC1NC=O,0.2268
O=C1CC=CC1,0.2245
O=C(CCO)OC1CC1,0.2817
CCC1C2NC(=O)C12C,0.2504
CC#CC1CC(C)C1=O,0.2088
CCOCCCOCC,0.3348
C1OC2C(O1)C1OC21,0.2993
N#CC1OCOC1=N,0.2783
O=C1CCC2(CC2)CN1,0.2689
CC1CC2C1C2(C)O,0.3167
COCC1CN1CC#N,0.2779
CC1(O)CC2CC1C2,0.3309
CCC(O)CC1CC1,0.3245
CN=c1nc(F)cn[nH]1,0.1486
O=CCn1nncc1O,0.2009
CC1NC2C(N)C12C#N,0.2477
CC1CC(C2(C)CC2)C1,0.3382
C#CC12CN3CCC1C32,0.2612
CC12OC1C=CC21CC1,0.2359
CCC1=CCCCC1O,0.2587
CCC1NC1(C)CO,0.3052
CC(=O)CC(O)C1CO1,0.2306
OC12CC3OC1C3(O)C2,0.3039
C#CC(C)C,0.316
N#Cc1ncc(=N)on1,0.1606
CC(C)C1(CCO)CC1,0.3399
N#CC(N)C12CCC1C2,0.2739
C#CC1=NC(C#C)CO1,0.2196
Nc1c(F)nnoc1=O,0.1605
O=COC1CC=CCC1,0.2648
CC(=O)N1C=CC(C)C1,0.2074
CC(C)CN1CC(=O)C1,0.2065
C#CCc1ncn[nH]1,0.2712
O=C1OC2C3CN3C12,0.2443
OCC12C3CCC1C2O3,0.3044
C#CC(NC=O)C(C)=O,0.2196
CCc1nc(NC)n[nH]1,0.2256
N#CC1OCOC12CC2,0.2749
CC12C(O)CC1C2O,0.3111
C#CC1C(=N)OC2CC21,0.2734
OCC1CN2CC2CO1,0.3031
CCC12NC1COC2=O,0.252
OCCC#CC1CN1,0.2682
Nc1occ2nc[nH]c12,0.184
c1cnn2nccc2n1,0.1622
CC1=CC2C3CC1C2C3,0.2443
CC#CC#CC(=O)NC,0.196
CCC1C2C3CC3(O)C12,0.3228
CC1(C#N)C2C3OC3C21,0.2661
CC1C2CC1C21CC1,0.369
CC1C=CCC1CO,0.2611
COCC(=O)NC(C)C,0.2686
c1nc(C2CN2)co1,0.2387
C#CC(N)C(=O)NC,0.261
COC1CN=C(C)O1,0.2792
N=c1ccnc(O)[nH]1,0.1865
C#CCOC1(C)COC1,0.2691
CC12CN3CC(O1)C2C3,0.2924
N=C1OC23CC=CC12C3,0.243
CCC1(C)CC2COC21,0.3182
Cc1[nH]c(N)c(O)c1C,0.2283
N#CC(CN)C(N)=O,0.2638
COc1nc(=N)cno1,0.2001
OC1CCc2conc21,0.2392
O=CC1(O)C=CCC1=O,0.1855
O=C1OC2C(O)C1C2O,0.2669
CCC1(CC(N)=O)CO1,0.2692
N#CCN1CC2C(O)C21,0.2542
COCC1(C)CC(=O)C1,0.222
C1CC23CC4OC12CC43,0.3094
CC1(C)C2N1CC21CO1,0.3022
C#CC1=CC(C#N)OC1,0.209
N#Cc1cccnc1,0.2123
O=C1CC=CC2CC1C2,0.2215
N#CC1C=CCC1CO,0.2619
CC1(C=O)COC12CC2,0.2084
O=c1nc(F)nc(O)o1,0.2223
CC1(C#N)CNC(=O)N1,0.2788
Nc1cnn2c1CC2,0.2268
CC1OC12C=CCCC2,0.251
O=C1C=CC23CCC12C3,0.1809
CC(O)C(=O)C1CC1,0.2374
O=C1COC2(COC2)C1,0.2165
Cc1noc(N)c1CO,0.227
COCCNC(=O)C=O,0.1758
CC12CC(C#N)C1(C)N2,0.2701
c1n[nH]c2c1CC1CC21,0.2423
C1=Cc2[nH]cnc2OC1,0.1661
CC#CC(C)C(C)C,0.3027
NCc1cc(=O)nc[nH]1,0.2016
OC1C2C=CC13CCN23,0.2099
Cn1cncc(N)c1=O,0.1766
CC1(C(N)=O)CC(=O)O1,0.2584
CN1C2C3C(O)C2C31,0.2859
O=C1OC2C3C1C1C2C31,0.2571
CC1C2CNC(=O)CC12,0.2669
CCCC1(C)OCC1=O,0.2224
O=C1OC2CC3(CN3)C12,0.2614
CCOC1C2OCC12O,0.2915
CCC1(COC)OC1C,0.33
CC1(O)COCC12CN2,0.3002
CC(C)Oc1ccc[nH]1,0.2445
C#CC1(C(C)=O)OC1C,0.2212
COC1(C)CC1O,0.3161
CC1OC2C(=O)CNC12,0.1953
C#CC(C)NC(C)=O,0.2707
Nc1ncoc1C1CC1,0.2012
O=C1CC=CCC1O,0.2278
CC1(C)NC1C(=O)C=O,0.1492
CC(=O)Oc1ccn[nH]1,0.2114
CC1(CO)CCC1=NO,0.2466
CC1=CC(O)C(=O)C1=O,0.141
C1CC12COC21COC1,0.3097
N#CC1(C(=O)[O-])CC1[NH3+],0.1624
C#CC1OC2C=CC1O2,0.2429
O=CNCC1CC(=O)C1,0.222
CCCC1C=CC2CC12,0.246
C#Cc1cnc(F)nc1,0.1999
CC1(C2CCO2)CCO1,0.3028
O=CC1(C2CC2)CN1,0.2204
CC1C2COC3C(O2)C13,0.2997
CC1CC1C1(O)CCC1,0.3118
C#CCNc1cnon1,0.2095
CNC(=O)c1ncno1,0.204
N#CC1CC2COC2C1,0.2874
CCC12CCC1COC2,0.3265
CC(N)C(C#N)CC#N,0.2832
c1nc2n(n1)CCOC2,0.2657
N#CCOCC1CC1,0.2916
CCC1(CO)CC1O,0.3192
CNc1nnon1,0.1925
COC1(C#N)CC2NC21,0.2672
CCC12C=CC(N1)C2O,0.2281
CCc1ccc(=N)oc1,0.1645
O=CC(O)C1CC=CC1,0.2069
CCC1CCC=C1CO,0.2594
OC12CC1CN1CC12,0.2991
COC(C(C)C)C(C)C,0.3201
Cn1cc(N)c(N)n1,0.2174
CN1C2C3C(O)C2(O)C31,0.266
CC(=O)N1CCCC1C,0.2662
CCOC1C2CCC21C,0.3222
CC#CC(=O)C1CC1,0.2065
CC12CC(O)CC1(C)N2,0.3022
OC12C3CC1C1OC3C12,0.2906
CC(=O)C1CC=CCC1,0.2297
CC(C)(OC=O)C1CO1,0.2751
C#CCC(C)CC#C,0.2958
Cc1cc[nH]c1C1CO1,0.2293
CC1(C)COC2(C)CC12,0.3072
O=C1OCCOCC1O,0.262
CC12CCC1(O)C1NC12,0.3131
CC1OC2(CO)C(C)C12,0.3003
CC1OC(C)C1OC=N,0.2724
CC1OCC2COC1O2,0.3257
CC1C(O)C1(C)C(N)=O,0.2757
N#CC12NC3COC1C32,0.2378
C#CC(=O)C1CC1C=O,0.1722
Cn1c(N)nnc1N,0.2479
NC1=NCC2CC2C1=O,0.1798
COC1(C)CC12CCO2,0.3
O=CNCc1ncco1,0.2429
CC(=O)C#CC(F)(F)F,0.2023
COc1ccc(=O)oc1,0.1633
CC1C2OCC1(O)C2C,0.2953
N#CC1OC(=N)C2CC12,0.2745
O=COC1CC2CC2O1,0.2636
CN1CCc2cc[nH]c21,0.2196
Cc1occ2c1CCN2,0.2147
CC(C#N)C12CCC1C2,0.2996
O=C([O-])C12CC(C1)[NH2+]2,0.2156
C[NH+]=C(N)C(=O)[O-],0.1972
OCC1CC(=NO)CO1,0.249
CCOCCC1(C)CO1,0.3392
CCCN(C)CC#N,0.2585
CC1C2C1C1C3CN1C32,0.3112
CCN1C2CC3OC3C21,0.2804
CCC1C2CC1(O)C2C,0.3314
CC(C#N)NC(=N)C#N,0.2146
O=C1C2CC1C1(CN1)C2,0.2271
C1NC2C3CC2OC1O3,0.2858
N=C(N)NC(=O)CO,0.2264
CC1C2C(=O)CC(=O)C12,0.2097
O=C(C1CC1O)N1CC1,0.231
OCC#Cc1cnno1,0.1952
CCC1(C=O)CN1C,0.215
CC#CCC(O)C(C)=O,0.226
C1CC2C3OC1C1C3N21,0.3173
C#CC1CC(C)(C#N)C1,0.2861
C#CC12CNC1(C#N)C2,0.2182
CC(=O)CC1CO1,0.2343
CC12OCOC1CC2=O,0.1948
N#CC(CO)OCC=O,0.2295
O=CC1OC12CN1CC12,0.2053
OCc1c[nH]nn1,0.2514
O=C1CC2OC1C21CN1,0.2117
CC#CC(C)C#CC=O,0.2003
C#CC12CC3C4C(C31)N42,0.2599
CC12OC3=NCCC1C32,0.2046
CC1C2CC3C(O2)C13,0.3205
N1C2C3OC4C(O3)C4C12,0.2979
CC1CC2OC(=N)C2C1,0.2876
CNCC(=O)C#N,0.1552
CCC(C)c1ncc[nH]1,0.2516
CC1C2C=CC1O2,0.2367
CC12CC(=O)NCC1O2,0.2753
OCC1=CC2C=CC1C2,0.2155
C1=CC2(N3CC3)CC1C2,0.2353
OC12CC3(C1)OC=NC23,0.258
CC#CC(C)N1CC1C,0.271
O=C1OCC2C3CC2C13,0.2656
CN=C1OCC2CC12O,0.2608
C1CC23COC2(C1)C3,0.2916
Cc1ccoc1N(C)C,0.2358
O=CC1CC2CC(O)C12,0.2104
CC1NCC(=O)C12CN2,0.1948
C#CCCCCC#CC,0.2988
CC(=O)NCCC(C)O,0.2767
CCc1c[nH]cnc1=O,0.2088
O=COC1C2NC(=O)C21,0.2466
OCC1CC12CCC2O,0.3164
Nc1ccc(C=O)[nH]1,0.1678
NC=NC(C=O)C(N)=O,0.1983
CCCCCN(C)C=O,0.2719
C#CC(=O)CCCC=O,0.1887
CC12CC=CC(C1)OC2,0.2481
C1CC2C3CC2(C1)C3,0.3483
CC(=O)C1CC(C)C1C,0.2291
c1cc2n(n1)CCCC2,0.2539
Cc1cc(O)c(N)n1C,0.2258
CN=C(C)NC(=O)CO,0.2343
N#CC1(N)C(O)C2OC21,0.2615
CC1C2C3C4C(N24)C13C,0.3018
CCC(O)C(CO)CO,0.3136
COC1C2C3C1N(C)C23,0.2777
O=CC(=O)C1C2CCC21,0.1494
CC12CN3CC(C1O)C32,0.2703
N=CN(C=O)C(=O)C=O,0.1534
O=CNCc1cn[nH]c1,0.2552
O=CC1COC2CN1C2,0.1952
O=[N+]([O-])c1cc[nH]n1,0.2059
Nc1occc1CO,0.2159
CCCc1noc(=O)[nH]1,0.2561
NC1C(=O)OC12CC2O,0.2552
CC12C3CC4C(C31)C42C,0.3024
CCC1(C)COC1,0.3135
COCC12CC(=O)C1C2,0.232
CC12CC3NC3C1CO2,0.3028
CCC12OC1C1COC12,0.2931
CC#CC1(C)CC1C,0.2855
CN1C2CC3NC3C21,0.2722
N#Cc1ccc[nH]c1=O,0.1613
CC1C2C=CC3CC1N32,0.218
CC1CCC1(C#N)C#N,0.3091
N=C1NC=NCC1O,0.2291
CC(CO)N1CC1CO,0.295
CCC1C2C(C)OC12C,0.31
CC1CC2C(C)OCC12,0.3197
COC1CC2OC2CO1,0.3475
CNc1nnn2c1CC2,0.2101
CC1(C2CCC2O)CO1,0.3226
CN=c1nc(F)nn[nH]1,0.1539
CC1C(C=O)C1N1CC1,0.2228
CCC1CC2(CC2)O1,0.3063
C#CC(=O)C(C)(O)CC,0.1882
CC1OCC1(N)C(N)=O,0.2584
O=c1[nH]cc2n1C1CC21,0.2115
CC(C)C(=O)COC=N,0.2186
CCCOCCNC=O,0.2831
O=CC1OC2CCC12,0.2156
Nc1cc(=O)cno1,0.1839
CC1CC2OC1C2C=O,0.217
O=CC12COC1CO2,0.2061
CC1CC1CC#CC=O,0.2054
